1.398226E+003,1.398376E+003,1.398822E+003,1.399546E+003,1.400522E+003,1.401711E+003,1.403064E+003,1.404522E+003,1.406010E+003,1.407447E+003,1.408736E+003,1.409771E+003,1.410431E+003,1.410587E+003,1.410095E+003,1.408803E+003,1.406546E+003,1.403150E+003,1.398435E+003,1.392211E+003,1.384285E+003,1.374460E+003,1.362542E+003,1.348337E+003,1.331663E+003,1.312345E+003,1.290228E+003,1.265177E+003,1.237085E+003,1.205876E+003,1.171515E+003,1.134007E+003,1.093408E+003,1.049825E+003,1.003422E+003,9.544196E+002,9.030982E+002,8.497942E+002,7.948980E+002,7.388485E+002,6.821254E+002,6.252399E+002,5.687230E+002,5.131126E+002,4.589393E+002,4.067117E+002,3.569016E+002,3.099300E+002,2.638668E+002,2.192453E+002,1.795849E+002,1.448701E+002,1.149723E+002,8.966087E+001,6.861911E+001,5.146296E+001,3.776203E+001,2.679678E+001,1.827351E+001,1.209584E+001,7.750190E+000,4.791257E+000,2.847144E+000,1.767870E+000,1.209005E+000,7.965971E-001,5.024433E-001,3.007058E-001,2.336080E-001,1.947409E-001,1.499667E-001,9.795248E-002,3.861985E-002,-3.921034E-002,-1.442812E-001,-2.895166E-001,-4.960645E-001,-7.997172E-001,-1.265104E+000,-2.019904E+000,-3.343967E+000
1.172223E+003,1.172223E+003,1.172221E+003,1.172204E+003,1.172150E+003,1.172031E+003,1.171810E+003,1.171440E+003,1.170867E+003,1.170030E+003,1.168858E+003,1.167274E+003,1.165191E+003,1.162518E+003,1.159154E+003,1.154996E+003,1.149931E+003,1.143845E+003,1.136620E+003,1.128136E+003,1.118270E+003,1.106906E+003,1.093925E+003,1.079219E+003,1.062684E+003,1.044229E+003,1.023776E+003,1.001262E+003,9.766438E+002,9.499017E+002,9.210398E+002,8.900902E+002,8.571151E+002,8.222087E+002,7.854988E+002,7.471472E+002,7.073498E+002,6.663357E+002,6.243651E+002,5.817264E+002,5.387319E+002,4.957128E+002,4.530128E+002,4.109812E+002,3.699647E+002,3.302993E+002,2.923015E+002,2.562601E+002,2.210632E+002,1.870142E+002,1.562454E+002,1.288083E+002,1.046847E+002,8.378902E+001,6.597474E+001,5.104226E+001,3.874950E+001,2.959943E+001,2.297921E+001,1.750297E+001,1.305869E+001,9.525621E+000,6.779222E+000,5.262653E+000,4.790806E+000,4.323764E+000,3.864246E+000,3.415142E+000,3.278982E+000,3.247035E+000,3.200765E+000,3.135319E+000,3.066160E+000,2.965802E+000,2.816394E+000,2.600868E+000,2.284265E+000,1.808569E+000,1.083686E+000,-4.086807E-002,-1.846108E+000
7.258467E+001,7.258470E+001,7.258455E+001,7.258351E+001,7.258036E+001,7.257344E+001,7.256058E+001,7.253914E+001,7.250601E+001,7.245761E+001,7.238989E+001,7.229836E+001,7.217808E+001,7.202370E+001,7.182947E+001,7.158930E+001,7.129675E+001,7.094513E+001,7.052756E+001,7.003697E+001,6.946630E+001,6.880847E+001,6.805658E+001,6.720400E+001,6.624449E+001,6.517236E+001,6.398260E+001,6.267109E+001,6.123471E+001,5.967156E+001,5.798109E+001,5.616425E+001,5.422369E+001,5.216383E+001,4.999097E+001,4.771341E+001,4.534138E+001,4.288711E+001,4.036473E+001,3.779012E+001,3.518074E+001,3.255538E+001,2.993385E+001,2.733661E+001,2.478434E+001,2.229751E+001,1.989587E+001,1.759798E+001,1.527534E+001,1.294997E+001,1.084370E+001,8.960842E+000,7.301005E+000,5.859255E+000,4.626479E+000,3.589903E+000,2.733762E+000,2.081132E+000,1.595096E+000,1.198213E+000,8.806003E-001,6.319153E-001,4.417677E-001,3.391047E-001,3.088783E-001,2.788237E-001,2.491145E-001,2.199396E-001,2.092329E-001,2.043024E-001,1.979953E-001,1.899194E-001,1.805897E-001,1.683778E-001,1.520751E-001,1.303991E-001,1.010932E-001,6.074516E-002,4.409624E-003,-7.600590E-002,-1.953532E-001
1.447047E+001,1.447049E+001,1.447053E+001,1.447049E+001,1.447023E+001,1.446954E+001,1.446815E+001,1.446573E+001,1.446190E+001,1.445622E+001,1.444817E+001,1.443721E+001,1.442270E+001,1.440399E+001,1.438034E+001,1.435098E+001,1.431508E+001,1.427178E+001,1.422017E+001,1.415930E+001,1.408820E+001,1.400589E+001,1.391136E+001,1.380360E+001,1.368161E+001,1.354442E+001,1.339108E+001,1.322068E+001,1.303241E+001,1.282550E+001,1.259931E+001,1.235329E+001,1.208703E+001,1.180031E+001,1.149303E+001,1.116531E+001,1.081750E+001,1.045013E+001,1.006401E+001,9.660178E+000,9.239931E+000,8.804834E+000,8.356710E+000,7.897636E+000,7.429930E+000,6.956130E+000,6.478976E+000,6.001371E+000,5.473223E+000,4.891764E+000,4.335170E+000,3.807217E+000,3.311229E+000,2.849993E+000,2.425684E+000,2.039805E+000,1.693152E+000,1.336963E+000,9.874388E-001,7.126896E-001,5.016575E-001,3.435820E-001,2.283642E-001,1.548199E-001,1.104675E-001,7.654373E-002,5.131746E-002,3.314209E-002,2.781660E-002,2.571593E-002,2.338939E-002,2.080484E-002,1.881230E-002,1.640807E-002,1.325413E-002,9.088657E-003,3.468530E-003,-4.284324E-003,-1.522807E-002,-3.120239E-002,-5.586334E-002
2.779485E+000,2.779490E+000,2.779499E+000,2.779498E+000,2.779462E+000,2.779359E+000,2.779143E+000,2.778761E+000,2.778152E+000,2.777241E+000,2.775947E+000,2.774177E+000,2.771832E+000,2.768801E+000,2.764965E+000,2.760196E+000,2.754358E+000,2.747310E+000,2.738899E+000,2.728969E+000,2.717358E+000,2.703900E+000,2.688424E+000,2.670758E+000,2.650730E+000,2.628168E+000,2.602904E+000,2.574774E+000,2.543624E+000,2.509306E+000,2.471687E+000,2.430648E+000,2.386088E+000,2.337929E+000,2.286113E+000,2.230613E+000,2.171430E+000,2.108599E+000,2.042190E+000,1.972311E+000,1.899112E+000,1.822783E+000,1.743561E+000,1.661723E+000,1.577592E+000,1.491535E+000,1.403957E+000,1.315306E+000,1.233358E+000,1.160170E+000,1.086219E+000,1.011878E+000,9.375422E-001,8.636291E-001,7.905690E-001,7.188016E-001,6.487696E-001,5.711161E-001,4.863616E-001,4.090145E-001,3.392740E-001,2.772097E-001,2.227588E-001,1.666870E-001,1.119304E-001,7.261509E-002,4.531868E-002,2.706719E-002,1.761360E-002,1.154067E-002,7.191425E-003,4.211987E-003,3.464295E-003,2.857640E-003,2.117276E-003,1.229175E-003,6.952667E-005,-1.533014E-003,-3.805718E-003,-7.150941E-003,-1.237520E-002
1.027632E+001,1.027633E+001,1.027636E+001,1.027634E+001,1.027618E+001,1.027573E+001,1.027480E+001,1.027319E+001,1.027064E+001,1.026683E+001,1.026143E+001,1.025407E+001,1.024432E+001,1.023174E+001,1.021583E+001,1.019607E+001,1.017190E+001,1.014273E+001,1.010795E+001,1.006692E+001,1.001898E+001,9.963453E+000,9.899654E+000,9.826893E+000,9.744485E+000,9.651752E+000,9.548039E+000,9.432717E+000,9.305197E+000,9.164939E+000,9.011466E+000,8.844372E+000,8.663339E+000,8.468146E+000,8.258685E+000,8.034971E+000,7.797157E+000,7.545542E+000,7.280583E+000,7.002903E+000,6.713298E+000,6.412739E+000,6.102379E+000,5.783542E+000,5.457726E+000,5.126589E+000,4.791935E+000,4.455697E+000,4.089375E+000,3.691030E+000,3.305764E+000,2.936251E+000,2.584958E+000,2.254083E+000,1.945504E+000,1.660723E+000,1.400830E+000,1.117741E+000,8.270982E-001,5.981710E-001,4.219551E-001,2.896555E-001,1.929891E-001,1.294889E-001,8.951311E-002,5.993348E-002,3.871355E-002,2.400981E-002,1.978435E-002,1.810317E-002,1.627396E-002,1.428059E-002,1.283624E-002,1.111184E-002,8.846989E-003,5.844180E-003,1.792692E-003,-3.783923E-003,-1.166617E-002,-2.323647E-002,-4.121549E-002
1.989425E+002,1.989427E+002,1.989427E+002,1.989403E+002,1.989324E+002,1.989143E+002,1.988801E+002,1.988225E+002,1.987329E+002,1.986015E+002,1.984172E+002,1.981676E+002,1.978391E+002,1.974170E+002,1.968854E+002,1.962276E+002,1.954259E+002,1.944619E+002,1.933165E+002,1.919705E+002,1.904042E+002,1.885983E+002,1.865338E+002,1.841924E+002,1.815569E+002,1.786117E+002,1.753431E+002,1.717397E+002,1.677931E+002,1.634979E+002,1.588527E+002,1.538603E+002,1.485280E+002,1.428680E+002,1.368979E+002,1.306405E+002,1.241241E+002,1.173826E+002,1.104549E+002,1.033849E+002,9.622067E+001,8.901409E+001,8.181972E+001,7.469391E+001,6.769358E+001,6.087503E+001,5.429251E+001,4.799692E+001,4.154345E+001,3.500186E+001,2.911415E+001,2.388681E+001,1.931242E+001,1.537039E+001,1.202833E+001,9.243809E+000,6.966570E+000,5.220409E+000,3.909207E+000,2.863873E+000,2.048638E+000,1.427839E+000,9.672102E-001,7.237391E-001,6.500053E-001,5.777233E-001,5.073718E-001,4.394505E-001,4.135029E-001,4.002107E-001,3.835638E-001,3.626360E-001,3.386046E-001,3.075337E-001,2.664992E-001,2.120171E-001,1.387087E-001,3.850306E-002,-1.010273E-001,-3.008648E-001,-6.013293E-001
2.961238E+001,2.961257E+001,2.961309E+001,2.961378E+001,2.961440E+001,2.961460E+001,2.961393E+001,2.961183E+001,2.960766E+001,2.960066E+001,2.958999E+001,2.957470E+001,2.955374E+001,2.952598E+001,2.949019E+001,2.944503E+001,2.938911E+001,2.932092E+001,2.923892E+001,2.914145E+001,2.902683E+001,2.889330E+001,2.873909E+001,2.856236E+001,2.836131E+001,2.813410E+001,2.787893E+001,2.759405E+001,2.727777E+001,2.692847E+001,2.654468E+001,2.612504E+001,2.566840E+001,2.517378E+001,2.464044E+001,2.406793E+001,2.345609E+001,2.280507E+001,2.211540E+001,2.138801E+001,2.062423E+001,1.982583E+001,1.899503E+001,1.813452E+001,1.724747E+001,1.633750E+001,1.540871E+001,1.446559E+001,1.331451E+001,1.193301E+001,1.060551E+001,9.341324E+000,8.148784E+000,7.035081E+000,6.006041E+000,5.065975E+000,4.217555E+000,3.311136E+000,2.400928E+000,1.698078E+000,1.168711E+000,7.806811E-001,5.045667E-001,3.189725E-001,1.982691E-001,1.180567E-001,6.692991E-002,3.584919E-002,2.658450E-002,2.193908E-002,1.724337E-002,1.252719E-002,8.686001E-003,4.043827E-003,-1.926962E-003,-9.754275E-003,-2.028409E-002,-3.478726E-002,-5.542034E-002,-8.613427E-002,-1.351369E-001
5.139067E+000,5.139103E+000,5.139205E+000,5.139352E+000,5.139511E+000,5.139635E+000,5.139664E+000,5.139524E+000,5.139128E+000,5.138377E+000,5.137155E+000,5.135336E+000,5.132780E+000,5.129335E+000,5.124833E+000,5.119098E+000,5.111938E+000,5.103151E+000,5.092524E+000,5.079833E+000,5.064844E+000,5.047316E+000,5.026996E+000,5.003630E+000,4.976954E+000,4.946704E+000,4.912612E+000,4.874412E+000,4.831839E+000,4.784634E+000,4.732547E+000,4.675336E+000,4.612776E+000,4.544658E+000,4.470793E+000,4.391021E+000,4.305205E+000,4.213246E+000,4.115081E+000,4.010687E+000,3.900088E+000,3.783359E+000,3.660628E+000,3.532081E+000,3.397966E+000,3.258595E+000,3.114346E+000,2.965667E+000,2.812569E+000,2.655513E+000,2.495843E+000,2.334294E+000,2.171663E+000,2.008803E+000,1.846616E+000,1.686047E+000,1.528069E+000,1.350711E+000,1.154905E+000,9.747389E-001,8.109270E-001,6.639118E-001,5.338457E-001,3.935622E-001,2.538424E-001,1.570694E-001,9.262809E-002,5.160835E-002,2.725739E-002,1.328507E-002,5.754681E-003,2.069613E-003,9.155285E-004,-1.597908E-004,-1.343098E-003,-2.795834E-003,-4.814903E-003,-7.588624E-003,-1.154801E-002,-1.747561E-002,-2.698788E-002
1.659391E+001,1.659403E+001,1.659434E+001,1.659478E+001,1.659523E+001,1.659551E+001,1.659541E+001,1.659466E+001,1.659294E+001,1.658989E+001,1.658509E+001,1.657808E+001,1.656835E+001,1.655535E+001,1.653847E+001,1.651707E+001,1.649046E+001,1.645790E+001,1.641863E+001,1.637184E+001,1.631668E+001,1.625230E+001,1.617780E+001,1.609226E+001,1.599476E+001,1.588436E+001,1.576014E+001,1.562118E+001,1.546657E+001,1.529544E+001,1.510697E+001,1.490037E+001,1.467493E+001,1.443003E+001,1.416512E+001,1.387977E+001,1.357369E+001,1.324670E+001,1.289880E+001,1.253015E+001,1.214110E+001,1.173220E+001,1.130420E+001,1.085808E+001,1.039507E+001,9.916594E+000,9.424357E+000,8.920282E+000,8.315221E+000,7.594712E+000,6.888240E+000,6.200706E+000,5.536871E+000,4.901252E+000,4.298022E+000,3.730904E+000,3.203080E+000,2.583365E+000,1.912301E+000,1.382659E+000,9.743094E-001,6.674022E-001,4.430866E-001,2.790205E-001,1.639938E-001,9.186251E-002,4.870593E-002,2.422813E-002,1.679146E-002,1.289876E-002,9.305610E-003,6.051067E-003,3.756614E-003,1.037067E-003,-2.448745E-003,-7.013917E-003,-1.316008E-002,-2.162846E-002,-3.368953E-002,-5.167939E-002,-8.046659E-002
