2.850687E+003,2.938543E+003,2.931715E+003,2.893010E+003,2.783811E+003,2.559449E+003,2.187265E+003,1.673988E+003,1.088807E+003,5.548452E+002,1.887386E+002,2.189687E+001,-2.922285E+001,-5.450282E+001,-1.052346E+002,-1.648614E+003
5.715583E+003,5.827761E+003,5.820126E+003,5.765845E+003,5.599262E+003,5.234893E+003,4.593891E+003,3.653614E+003,2.505314E+003,1.371245E+003,5.192196E+002,8.172039E+001,-5.455269E+001,-1.099344E+002,-2.151845E+002,-3.541073E+003
8.554701E+003,8.673937E+003,8.667528E+003,8.608265E+003,8.413224E+003,7.964918E+003,7.138323E+003,5.862639E+003,4.210362E+003,2.459274E+003,1.025313E+003,2.067904E+002,-7.127559E+001,-1.654742E+002,-3.276382E+002,-5.655466E+003
1.136086E+004,1.148249E+004,1.147791E+004,1.141835E+004,1.121050E+004,1.071377E+004,9.763249E+003,8.234512E+003,6.153904E+003,3.808261E+003,1.730503E+003,4.215743E+002,-7.262714E+001,-2.210764E+002,-4.412066E+002,-7.973825E+003
1.413509E+004,1.425785E+004,1.425519E+004,1.419734E+004,1.398492E+004,1.346159E+004,1.243062E+004,1.071655E+004,8.285375E+003,5.393871E+003,2.645834E+003,7.486272E+002,-5.134071E+001,-2.756923E+002,-5.548657E+002,-1.047897E+004
1.688023E+004,1.700374E+004,1.700296E+004,1.694757E+004,1.673485E+004,1.619802E+004,1.511633E+004,1.326970E+004,1.055959E+004,7.184969E+003,3.770902E+003,1.206928E+003,3.196625E+000,-3.281919E+002,-6.678287E+002,-1.315402E+004
1.959929E+004,1.972342E+004,1.972442E+004,1.967174E+004,1.946084E+004,1.891828E+004,1.780573E+004,1.586621E+004,1.293897E+004,9.148670E+003,5.096627E+003,1.810974E+003,1.049146E+002,-3.778989E+002,-7.796231E+002,-1.598509E+004
2.229500E+004,2.241970E+004,2.242237E+004,2.237243E+004,2.216436E+004,2.162057E+004,2.049025E+004,1.848697E+004,1.539370E+004,1.125354E+004,6.607922E+003,2.570180E+003,2.667002E+002,-4.241238E+002,-8.900064E+002,-1.895939E+004
2.496957E+004,2.509479E+004,2.509906E+004,2.505177E+004,2.484697E+004,2.430452E+004,2.316492E+004,2.111890E+004,1.790059E+004,1.347110E+004,8.285936E+003,3.488034E+003,5.006488E+002,-4.641155E+002,-9.987220E+002,-2.206554E+004
2.762490E+004,2.775062E+004,2.775641E+004,2.771168E+004,2.751030E+004,2.697059E+004,2.582716E+004,2.375335E+004,2.044221E+004,1.577686E+004,1.011043E+004,4.563321E+003,8.177910E+002,-4.949443E+002,-1.105581E+003,-2.529317E+004
3.026271E+004,3.038891E+004,3.039614E+004,3.035387E+004,3.015590E+004,2.961970E+004,2.847587E+004,2.638481E+004,2.300576E+004,1.815045E+004,1.206131E+004,5.791118E+003,1.227522E+003,-5.135817E+002,-1.210460E+003,-2.863294E+004
3.288451E+004,3.301117E+004,3.301979E+004,3.297989E+004,3.278526E+004,3.225292E+004,3.111086E+004,2.900990E+004,2.558196E+004,2.057529E+004,1.411961E+004,7.163636E+003,1.737530E+003,-5.169580E+002,-1.313229E+003,-3.207676E+004
3.549171E+004,3.561881E+004,3.562877E+004,3.559114E+004,3.539977E+004,3.487146E+004,3.373248E+004,3.162670E+004,2.816431E+004,2.303821E+004,1.626807E+004,8.671206E+003,2.354006E+003,-5.008208E+002,-1.413668E+003,-3.561748E+004
3.808556E+004,3.821308E+004,3.822432E+004,3.818890E+004,3.800070E+004,3.747643E+004,3.634132E+004,3.423423E+004,3.074822E+004,2.552880E+004,1.849136E+004,1.030299E+004,3.080946E+003,-4.595595E+002,-1.513050E+003,-3.924752E+004
4.066703E+004,4.079497E+004,4.080746E+004,4.077417E+004,4.058904E+004,4.006879E+004,3.893799E+004,3.683197E+004,3.333044E+004,2.803885E+004,2.077600E+004,1.204749E+004,3.920253E+003,-3.878524E+002,-1.611313E+003,-4.296116E+004
4.323703E+004,4.336537E+004,4.337908E+004,4.334784E+004,4.316571E+004,4.264941E+004,4.152316E+004,3.941980E+004,3.590876E+004,3.056197E+004,2.311041E+004,1.389311E+004,4.872020E+003,-2.803750E+002,-1.708229E+003,-4.675318E+004
4.579634E+004,4.592507E+004,4.593995E+004,4.591073E+004,4.573150E+004,4.521907E+004,4.409747E+004,4.199783E+004,3.848170E+004,3.309328E+004,2.548475E+004,1.582860E+004,5.934722E+003,-1.318825E+002,-1.803538E+003,-5.061863E+004
4.834567E+004,4.847478E+004,4.849081E+004,4.846354E+004,4.828714E+004,4.777850E+004,4.666156E+004,4.456633E+004,4.104835E+004,3.562906E+004,2.789080E+004,1.784332E+004,7.105615E+003,6.257242E+001,-1.897001E+003,-5.455311E+004
5.088566E+004,5.101514E+004,5.103230E+004,5.100694E+004,5.083330E+004,5.032835E+004,4.921606E+004,4.712565E+004,4.360820E+004,3.816654E+004,3.032170E+004,1.992737E+004,8.380905E+003,3.076069E+002,-1.988367E+003,-5.855252E+004
5.341689E+004,5.354674E+004,5.356499E+004,5.354150E+004,5.337055E+004,5.286922E+004,5.176151E+004,4.967619E+004,4.616097E+004,4.070362E+004,3.277182E+004,2.207168E+004,9.755951E+003,6.073536E+002,-2.077300E+003,-6.261275E+004
5.593989E+004,5.607009E+004,5.608942E+004,5.606775E+004,5.589944E+004,5.540165E+004,5.429845E+004,5.221835E+004,4.870659E+004,4.323879E+004,3.523650E+004,2.426804E+004,1.122555E+004,9.655176E+002,-2.163484E+003,-6.673005E+004
5.845522E+004,5.858577E+004,5.860615E+004,5.858628E+004,5.842055E+004,5.792622E+004,5.682746E+004,5.475264E+004,5.124521E+004,4.577105E+004,3.771208E+004,2.650922E+004,1.278425E+004,1.385437E+003,-2.247726E+003,-7.090006E+004
6.096344E+004,6.109433E+004,6.111574E+004,6.109762E+004,6.093443E+004,6.044350E+004,5.934910E+004,5.727957E+004,5.377708E+004,4.829976E+004,4.019564E+004,2.878887E+004,1.442640E+004,1.870146E+003,-2.330214E+003,-7.511998E+004
6.346493E+004,6.359617E+004,6.361860E+004,6.360220E+004,6.344150E+004,6.295390E+004,6.186380E+004,5.979955E+004,5.630241E+004,5.082440E+004,4.268471E+004,3.110122E+004,1.614614E+004,2.422040E+003,-2.410021E+003,-7.938730E+004
6.596009E+004,6.609165E+004,6.611508E+004,6.610039E+004,6.594214E+004,6.545782E+004,6.437193E+004,6.231291E+004,5.882141E+004,5.334462E+004,4.517732E+004,3.344126E+004,1.793764E+004,3.042957E+003,-2.485771E+003,-8.369963E+004
