3.185644E+003,3.213886E+003,3.212862E+003,3.201852E+003,3.167115E+003,3.090374E+003,2.950951E+003,2.729893E+003,2.416321E+003,2.015064E+003,1.552752E+003,1.077917E+003,6.510201E+002,3.245440E+002,1.203251E+002,2.930432E+001,-6.374880E+000,-2.056799E+001,-3.409171E+001,-5.960613E+001,-5.574513E+002
4.057399E+003,4.093268E+003,4.092870E+003,4.081361E+003,4.042685E+003,3.955322E+003,3.794518E+003,3.536659E+003,3.162320E+003,2.638720E+003,2.034249E+003,1.412478E+003,8.528511E+002,4.245507E+002,1.570134E+002,3.553654E+001,-9.557637E+000,-2.615051E+001,-4.274084E+001,-7.515604E+001,-7.216151E+002
5.128110E+003,5.173255E+003,5.173562E+003,5.160366E+003,5.113336E+003,5.005168E+003,4.804338E+003,4.480599E+003,4.013760E+003,3.404910E+003,2.644814E+003,1.837102E+003,1.109119E+003,5.515099E+002,2.034813E+002,4.298205E+001,-1.340161E+001,-3.272791E+001,-5.281780E+001,-9.347481E+001,-9.224115E+002
6.433205E+003,6.489549E+003,6.491039E+003,6.476343E+003,6.419940E+003,6.287467E+003,6.039092E+003,5.636326E+003,5.053043E+003,4.289708E+003,3.386678E+003,2.372060E+003,1.432116E+003,7.114637E+002,2.618657E+002,5.179277E+001,-1.767411E+001,-4.070200E+001,-6.451164E+001,-1.149711E+002,-1.167536E+003
8.015546E+003,8.085243E+003,8.088365E+003,8.072225E+003,8.005073E+003,7.844049E+003,7.539258E+003,7.042116E+003,6.319024E+003,5.369283E+003,4.242147E+003,3.041294E+003,1.836571E+003,9.116080E+002,3.347414E+002,6.245617E+001,-2.273546E+001,-5.013555E+001,-7.810031E+001,-1.401428E+002,-1.465623E+003
9.927435E+003,1.001282E+004,1.001777E+004,9.999738E+003,9.919562E+003,9.724298E+003,9.352074E+003,8.742181E+003,7.851810E+003,6.678354E+003,5.281202E+003,3.790632E+003,2.339868E+003,1.160486E+003,4.253678E+002,7.871847E+001,-2.885217E+001,-6.103621E+001,-9.369606E+001,-1.692197E+002,-1.824317E+003
1.191038E+004,1.201132E+004,1.201847E+004,1.200283E+004,1.192334E+004,1.172416E+004,1.133895E+004,1.069986E+004,9.703173E+003,8.261314E+003,6.539747E+003,4.697708E+003,2.961108E+003,1.469436E+003,5.380358E+002,9.907805E+001,-3.596713E+001,-7.327785E+001,-1.110800E+002,-2.018896E+002,-2.241791E+003
1.424206E+004,1.436036E+004,1.436822E+004,1.434850E+004,1.425238E+004,1.401354E+004,1.355324E+004,1.279091E+004,1.166185E+004,1.014268E+004,8.054838E+003,5.791700E+003,3.651978E+003,1.851153E+003,6.763406E+002,1.244553E+002,-4.419231E+001,-8.690755E+001,-1.303033E+002,-2.383251E+002,-2.725333E+003
1.696619E+004,1.710386E+004,1.711210E+004,1.708684E+004,1.697016E+004,1.668353E+004,1.613399E+004,1.522655E+004,1.388480E+004,1.208012E+004,9.865617E+003,7.101788E+003,4.480869E+003,2.318141E+003,8.451848E+002,1.552491E+002,-5.381537E+001,-1.021502E+002,-1.516428E+002,-2.791165E+002,-3.287017E+003
2.013177E+004,2.029110E+004,2.029969E+004,2.026772E+004,2.012652E+004,1.978328E+004,1.912853E+004,1.805085E+004,1.646099E+004,1.432524E+004,1.170407E+004,8.661625E+003,5.469599E+003,2.868736E+003,1.050395E+003,1.928043E+002,-6.500361E+001,-1.191632E+002,-1.752242E+002,-3.245477E+002,-3.935654E+003
